parameter,parameter_name,session,subject_id,age,param_value,age_group
b4,Avoidance Bias,1,2791,22.0,-1.057,20-25
b4,Avoidance Bias,1,1571,23.0,-0.3137,20-25
b4,Avoidance Bias,1,5496,10.0,-0.5522,10-15
b4,Avoidance Bias,1,17,21.0,-0.1695,20-25
b4,Avoidance Bias,1,6521,11.0,0.5427,10-15
b4,Avoidance Bias,1,45,13.0,-0.7621,10-15
b4,Avoidance Bias,1,78,12.0,-3.622,10-15
b4,Avoidance Bias,1,5247,17.0,0.4113,15-20
b4,Avoidance Bias,1,5732,14.0,-0.1363,10-15
b4,Avoidance Bias,1,7314,14.0,-0.4005,10-15
b4,Avoidance Bias,1,285,23.0,0.4404,20-25
b4,Avoidance Bias,1,2402,13.0,0.7848,10-15
b4,Avoidance Bias,1,4729,16.0,-2.844,15-20
b4,Avoidance Bias,1,4727,16.0,2.503,15-20
b4,Avoidance Bias,1,138,23.0,-0.7624,20-25
b4,Avoidance Bias,1,26,25.0,0.04718,20-25
b4,Avoidance Bias,1,3268,25.0,-0.3954,20-25
b4,Avoidance Bias,1,4582,11.0,-0.8341,10-15
b4,Avoidance Bias,1,461,15.0,0.04557,10-15
b4,Avoidance Bias,1,2715,15.0,0.8668,10-15
b4,Avoidance Bias,1,174,23.0,-0.4941,20-25
b4,Avoidance Bias,1,4661,23.0,0.6445,20-25
b4,Avoidance Bias,1,429,16.0,-0.2055,15-20
b4,Avoidance Bias,1,5855,12.0,-3.902,10-15
b4,Avoidance Bias,1,4314,21.0,1.556,20-25
b4,Avoidance Bias,1,5893,21.0,0.3498,20-25
b4,Avoidance Bias,1,4533,23.0,-0.4946,20-25
b4,Avoidance Bias,1,293,20.0,-0.6145,15-20
b4,Avoidance Bias,1,6631,12.0,-2.496,10-15
b4,Avoidance Bias,1,3790,16.0,-0.9601,15-20
b4,Avoidance Bias,1,5267,10.0,0.9364,10-15
b4,Avoidance Bias,1,626,14.0,0.6324,10-15
b4,Avoidance Bias,1,3991,22.0,0.9847,20-25
b4,Avoidance Bias,1,3534,26.0,0.3519,20-25
b4,Avoidance Bias,1,3330,25.0,0.2635,20-25
b4,Avoidance Bias,1,5314,21.0,-0.4313,20-25
b4,Avoidance Bias,1,302,13.0,-4.054,10-15
b4,Avoidance Bias,1,4947,13.0,0.8612,10-15
b4,Avoidance Bias,1,210,11.0,0.325,10-15
b4,Avoidance Bias,1,228,14.0,0.6125,10-15
b4,Avoidance Bias,1,3456,14.0,-0.2154,10-15
b4,Avoidance Bias,1,4200,14.0,-0.1075,10-15
b4,Avoidance Bias,1,240,13.0,0.00466,10-15
b4,Avoidance Bias,1,6416,17.0,1.008,15-20
b4,Avoidance Bias,1,7612,12.0,-0.4028,10-15
b4,Avoidance Bias,1,1456,14.0,0.7175,10-15
b4,Avoidance Bias,1,33,11.0,1.024,10-15
b4,Avoidance Bias,1,4004,17.0,0.0766,15-20
b4,Avoidance Bias,1,592,11.0,-3.942,10-15
b4,Avoidance Bias,1,7547,13.0,-0.5329,10-15
b4,Avoidance Bias,1,6072,12.0,0.2537,10-15
b4,Avoidance Bias,1,266,16.0,1.547,15-20
b4,Avoidance Bias,1,1981,13.0,0.1575,10-15
b4,Avoidance Bias,1,218,11.0,-0.28,10-15
b4,Avoidance Bias,1,5963,11.0,0.1327,10-15
b4,Avoidance Bias,1,3632,21.0,0.1977,20-25
b4,Avoidance Bias,1,1843,14.0,-0.2335,10-15
b4,Avoidance Bias,1,587,15.0,1.769,10-15
b4,Avoidance Bias,1,3054,25.0,-0.02871,20-25
b4,Avoidance Bias,1,75,17.0,-0.7472,15-20
b4,Avoidance Bias,1,105,12.0,0.2134,10-15
b4,Avoidance Bias,1,5332,14.0,-0.1848,10-15
b4,Avoidance Bias,1,63,10.0,0.003674,10-15
b4,Avoidance Bias,1,4173,13.0,7.213e-05,10-15
b4,Avoidance Bias,1,5286,12.0,-2.879,10-15
b4,Avoidance Bias,1,504,18.0,-0.3628,15-20
b4,Avoidance Bias,1,5055,21.0,0.5301,20-25
b4,Avoidance Bias,1,2430,18.0,1.068,15-20
b4,Avoidance Bias,1,3535,21.0,-0.03798,20-25
b4,Avoidance Bias,1,3386,22.0,-0.194,20-25
b4,Avoidance Bias,1,4459,19.0,0.2002,15-20
b4,Avoidance Bias,1,5136,12.0,-0.515,10-15
b4,Avoidance Bias,1,390,14.0,0.5496,10-15
b4,Avoidance Bias,1,709,22.0,-0.4288,20-25
b4,Avoidance Bias,1,506,15.0,-4.293,10-15
b4,Avoidance Bias,1,4924,16.0,0.3864,15-20
b4,Avoidance Bias,1,4439,11.0,-0.5846,10-15
b4,Avoidance Bias,1,2915,15.0,-1.351,10-15
b4,Avoidance Bias,1,115,15.0,-1.015,10-15
b4,Avoidance Bias,1,3206,18.0,-2.243,15-20
b4,Avoidance Bias,1,3193,13.0,-2.12,10-15
b4,Avoidance Bias,1,452,18.0,-0.1791,15-20
b4,Avoidance Bias,1,2040,21.0,0.3455,20-25
b4,Avoidance Bias,1,6,20.0,-0.9392,15-20
b4,Avoidance Bias,1,4486,18.0,-0.2229,15-20
b4,Avoidance Bias,1,1,19.0,-0.6058,15-20
b4,Avoidance Bias,1,360,18.0,1.169,15-20
b4,Avoidance Bias,1,478,18.0,-0.2091,15-20
b4,Avoidance Bias,1,198,18.0,0.7067,15-20
b4,Avoidance Bias,1,217,18.0,0.1013,15-20
b4,Avoidance Bias,1,4934,11.0,0.2634,10-15
b4,Avoidance Bias,1,303,10.0,0.1781,10-15
b4,Avoidance Bias,1,2761,19.0,0.00962,15-20
b4,Avoidance Bias,1,410,10.0,-0.5075,10-15
b4,Avoidance Bias,1,3349,22.0,0.2794,20-25
b4,Avoidance Bias,1,200,22.0,-0.3657,20-25
b4,Avoidance Bias,1,44,24.0,0.01251,20-25
b4,Avoidance Bias,1,5152,11.0,-0.4318,10-15
b4,Avoidance Bias,1,5525,18.0,0.2421,15-20
b4,Avoidance Bias,1,551,15.0,-0.2246,10-15
b4,Avoidance Bias,1,41,17.0,0.06283,15-20
b4,Avoidance Bias,1,3547,25.0,-0.629,20-25
b4,Avoidance Bias,1,76,23.0,-0.261,20-25
b4,Avoidance Bias,1,2068,24.0,0.3784,20-25
b4,Avoidance Bias,1,4868,21.0,-0.5763,20-25
b4,Avoidance Bias,1,381,20.0,-0.5525,15-20
b4,Avoidance Bias,1,5231,22.0,-0.9523,20-25
b4,Avoidance Bias,1,758,18.0,1.066,15-20
b4,Avoidance Bias,1,6380,24.0,-0.4891,20-25
b4,Avoidance Bias,1,6125,22.0,-0.02066,20-25
b4,Avoidance Bias,1,3978,19.0,-0.7867,15-20
b4,Avoidance Bias,1,209,14.0,-0.6481,10-15
b4,Avoidance Bias,1,270,17.0,1.003,15-20
b4,Avoidance Bias,1,5464,19.0,0.507,15-20
b4,Avoidance Bias,1,5998,20.0,0.6726,15-20
b4,Avoidance Bias,1,2599,19.0,-0.2802,15-20
b4,Avoidance Bias,1,304,21.0,-3.106,20-25
b4,Avoidance Bias,1,406,18.0,0.5605,15-20
b4,Avoidance Bias,1,4771,17.0,0.5435,15-20
b4,Avoidance Bias,1,3880,19.0,1.347,15-20
b4,Avoidance Bias,1,595,24.0,0.3199,20-25
b4,Avoidance Bias,1,5139,22.0,0.4473,20-25
b4,Avoidance Bias,1,578,25.0,-0.7237,20-25
b4,Avoidance Bias,1,6696,15.0,-0.09865,10-15
b4,Avoidance Bias,1,5323,19.0,0.78,15-20
b4,Avoidance Bias,1,373,10.0,0.08955,10-15
b4,Avoidance Bias,1,152,10.0,0.3292,10-15
b4,Avoidance Bias,1,5534,12.0,1.405,10-15
b4,Avoidance Bias,2,83,10.0,0.7502,10-15
b4,Avoidance Bias,2,159,16.0,0.2435,15-20
b4,Avoidance Bias,2,6138,15.0,-0.1878,10-15
b4,Avoidance Bias,2,4172,10.0,0.2102,10-15
b4,Avoidance Bias,2,3798,16.0,-2.212,15-20
b4,Avoidance Bias,2,5278,12.0,0.4581,10-15
b4,Avoidance Bias,2,5820,24.0,0.4697,20-25
b4,Avoidance Bias,2,4348,11.0,-0.1166,10-15
b4,Avoidance Bias,2,197,10.0,0.08096,10-15
b4,Avoidance Bias,2,3596,25.0,0.5059,20-25
b4,Avoidance Bias,2,1780,19.0,0.451,15-20
b4,Avoidance Bias,2,583,20.0,-0.64,15-20
b4,Avoidance Bias,2,5673,10.0,-0.03775,10-15
b4,Avoidance Bias,2,6215,22.0,-3.239,20-25
b4,Avoidance Bias,2,404,23.0,1.038,20-25
b4,Avoidance Bias,2,7308,10.0,-0.5338,10-15
b4,Avoidance Bias,2,2039,21.0,0.1804,20-25
b4,Avoidance Bias,2,2085,11.0,0.1017,10-15
b4,Avoidance Bias,2,5720,15.0,-0.277,10-15
b4,Avoidance Bias,2,7534,23.0,-0.0526,20-25
b4,Avoidance Bias,2,321,16.0,0.02783,15-20
b4,Avoidance Bias,2,4824,20.0,0.1358,15-20
b4,Avoidance Bias,2,4673,22.0,0.9605,20-25
b4,Avoidance Bias,2,5359,25.0,0.7641,20-25
b4,Avoidance Bias,2,3457,20.0,-1.162,15-20
b4,Avoidance Bias,2,2559,12.0,0.02623,10-15
b4,Avoidance Bias,2,223,26.0,0.9084,20-25
b4,Avoidance Bias,2,2791,22.0,-0.7541,20-25
b4,Avoidance Bias,2,1571,23.0,0.0005256,20-25
b4,Avoidance Bias,2,5496,10.0,0.4021,10-15
b4,Avoidance Bias,2,17,21.0,-0.192,20-25
b4,Avoidance Bias,2,6521,11.0,-0.1075,10-15
b4,Avoidance Bias,2,45,13.0,-0.431,10-15
b4,Avoidance Bias,2,78,12.0,-3.416,10-15
b4,Avoidance Bias,2,5247,17.0,0.5933,15-20
b4,Avoidance Bias,2,5732,14.0,-0.05263,10-15
b4,Avoidance Bias,2,7314,14.0,0.466,10-15
b4,Avoidance Bias,2,285,23.0,1.099,20-25
b4,Avoidance Bias,2,2402,13.0,1.069,10-15
b4,Avoidance Bias,2,4729,16.0,-0.4516,15-20
b4,Avoidance Bias,2,4727,16.0,1.577,15-20
b4,Avoidance Bias,2,138,23.0,0.5962,20-25
b4,Avoidance Bias,2,26,25.0,-0.5455,20-25
b4,Avoidance Bias,2,3268,25.0,-2.103,20-25
b4,Avoidance Bias,2,4582,11.0,-0.4668,10-15
b4,Avoidance Bias,2,461,15.0,0.7335,10-15
b4,Avoidance Bias,2,2715,15.0,1.247,10-15
b4,Avoidance Bias,2,174,23.0,-0.03483,20-25
b4,Avoidance Bias,2,4661,23.0,0.3721,20-25
b4,Avoidance Bias,2,429,16.0,0.4762,15-20
b4,Avoidance Bias,2,5855,12.0,-3.68,10-15
b4,Avoidance Bias,2,4314,21.0,1.419,20-25
b4,Avoidance Bias,2,5893,21.0,-0.03964,20-25
b4,Avoidance Bias,2,4533,23.0,-0.6271,20-25
b4,Avoidance Bias,2,293,20.0,0.3043,15-20
b4,Avoidance Bias,2,6631,12.0,-2.451,10-15
b4,Avoidance Bias,2,3790,16.0,-0.3782,15-20
b4,Avoidance Bias,2,5267,10.0,1.56,10-15
b4,Avoidance Bias,2,626,14.0,0.7717,10-15
b4,Avoidance Bias,2,3991,22.0,0.9726,20-25
b4,Avoidance Bias,2,3534,26.0,-2.945,20-25
b4,Avoidance Bias,2,3330,25.0,1.529,20-25
b4,Avoidance Bias,2,5314,21.0,0.3347,20-25
b4,Avoidance Bias,2,302,13.0,-4.242,10-15
b4,Avoidance Bias,2,4947,13.0,0.8474,10-15
b4,Avoidance Bias,2,210,11.0,0.944,10-15
b4,Avoidance Bias,2,228,14.0,0.6888,10-15
b4,Avoidance Bias,2,3456,14.0,-0.8194,10-15
b4,Avoidance Bias,2,4200,14.0,0.02298,10-15
b4,Avoidance Bias,2,240,13.0,0.351,10-15
b4,Avoidance Bias,2,6416,17.0,0.1961,15-20
b4,Avoidance Bias,2,7612,12.0,0.2495,10-15
b4,Avoidance Bias,2,1456,14.0,0.586,10-15
b4,Avoidance Bias,2,33,11.0,1.639,10-15
b4,Avoidance Bias,2,4004,17.0,0.5679,15-20
b4,Avoidance Bias,2,592,11.0,-2.7,10-15
b4,Avoidance Bias,2,7547,13.0,0.2963,10-15
b4,Avoidance Bias,2,6072,12.0,-0.4206,10-15
b4,Avoidance Bias,2,266,16.0,1.903,15-20
b4,Avoidance Bias,2,1981,13.0,0.07182,10-15
b4,Avoidance Bias,2,218,11.0,-0.3096,10-15
b4,Avoidance Bias,2,5963,11.0,0.7846,10-15
b4,Avoidance Bias,2,3632,21.0,0.01715,20-25
b4,Avoidance Bias,2,1843,14.0,0.5171,10-15
b4,Avoidance Bias,2,587,15.0,0.7822,10-15
b4,Avoidance Bias,2,3054,25.0,0.06313,20-25
b4,Avoidance Bias,2,75,17.0,0.2354,15-20
b4,Avoidance Bias,2,105,12.0,0.6163,10-15
b4,Avoidance Bias,2,5332,14.0,0.2571,10-15
b4,Avoidance Bias,2,63,10.0,0.1712,10-15
b4,Avoidance Bias,2,4173,13.0,0.7187,10-15
b4,Avoidance Bias,2,5286,12.0,-1.95,10-15
b4,Avoidance Bias,2,504,18.0,0.7634,15-20
b4,Avoidance Bias,2,5055,21.0,0.3136,20-25
b4,Avoidance Bias,2,2430,18.0,0.2744,15-20
b4,Avoidance Bias,2,3535,21.0,-0.217,20-25
b4,Avoidance Bias,2,3386,22.0,-0.4335,20-25
b4,Avoidance Bias,2,4459,19.0,0.1826,15-20
b4,Avoidance Bias,2,5136,12.0,-2.187,10-15
b4,Avoidance Bias,2,390,14.0,-0.1519,10-15
b4,Avoidance Bias,2,709,22.0,0.4595,20-25
b4,Avoidance Bias,2,506,15.0,-4.012,10-15
b4,Avoidance Bias,2,4924,16.0,0.3845,15-20
b4,Avoidance Bias,2,4439,11.0,0.4741,10-15
b4,Avoidance Bias,2,2915,15.0,0.07231,10-15
b4,Avoidance Bias,2,115,15.0,-0.3271,10-15
b4,Avoidance Bias,2,3206,18.0,-1.708,15-20
b4,Avoidance Bias,2,3193,13.0,-3.535,10-15
b4,Avoidance Bias,2,452,18.0,-0.258,15-20
b4,Avoidance Bias,2,2040,21.0,0.2258,20-25
b4,Avoidance Bias,2,6,20.0,0.02444,15-20
b4,Avoidance Bias,2,4486,18.0,-0.1539,15-20
b4,Avoidance Bias,2,1,19.0,-0.2887,15-20
b4,Avoidance Bias,2,360,18.0,0.1131,15-20
b4,Avoidance Bias,2,478,18.0,0.6421,15-20
b4,Avoidance Bias,2,198,18.0,1.01,15-20
b4,Avoidance Bias,2,217,18.0,0.0224,15-20
b4,Avoidance Bias,2,4934,11.0,0.6069,10-15
b4,Avoidance Bias,2,303,10.0,0.05394,10-15
b4,Avoidance Bias,2,2761,19.0,0.9091,15-20
b4,Avoidance Bias,2,410,10.0,-0.5389,10-15
b4,Avoidance Bias,2,3349,22.0,0.05819,20-25
b4,Avoidance Bias,2,200,22.0,-0.383,20-25
b4,Avoidance Bias,2,44,24.0,-0.1958,20-25
b4,Avoidance Bias,2,5152,11.0,-0.07485,10-15
b4,Avoidance Bias,2,5525,18.0,0.5722,15-20
b4,Avoidance Bias,2,551,15.0,0.3583,10-15
b4,Avoidance Bias,2,41,17.0,0.8297,15-20
b4,Avoidance Bias,2,3547,25.0,0.2943,20-25
b4,Avoidance Bias,2,76,23.0,-0.1238,20-25
b4,Avoidance Bias,2,2068,24.0,-0.6502,20-25
b4,Avoidance Bias,2,4868,21.0,-1.909,20-25
b4,Avoidance Bias,2,381,20.0,-0.4353,15-20
b4,Avoidance Bias,2,5231,22.0,-0.4168,20-25
b4,Avoidance Bias,2,758,18.0,0.6724,15-20
b4,Avoidance Bias,2,6380,24.0,0.2095,20-25
b4,Avoidance Bias,2,6125,22.0,0.251,20-25
b4,Avoidance Bias,2,3978,19.0,-0.05252,15-20
b4,Avoidance Bias,2,209,14.0,0.7693,10-15
b4,Avoidance Bias,2,270,17.0,-0.3078,15-20
b4,Avoidance Bias,2,5464,19.0,0.2597,15-20
b4,Avoidance Bias,2,5998,20.0,0.6526,15-20
b4,Avoidance Bias,2,2599,19.0,-0.1007,15-20
b4,Avoidance Bias,2,304,21.0,0.007763,20-25
b4,Avoidance Bias,2,406,18.0,0.4724,15-20
b4,Avoidance Bias,2,4771,17.0,0.6358,15-20
b4,Avoidance Bias,2,3880,19.0,1.811,15-20
b4,Avoidance Bias,2,595,24.0,0.7668,20-25
b4,Avoidance Bias,2,5139,22.0,0.1271,20-25
b4,Avoidance Bias,2,578,25.0,0.8266,20-25
b4,Avoidance Bias,2,6696,15.0,-0.7303,10-15
b4,Avoidance Bias,2,5323,19.0,0.2891,15-20
b4,Avoidance Bias,2,373,10.0,-3.205,10-15
b4,Avoidance Bias,2,152,10.0,-0.451,10-15
b4,Avoidance Bias,2,5534,12.0,-2.364,10-15
a1,Positive Learning Rate,1,83,10.0,0.1487,10-15
a1,Positive Learning Rate,1,159,16.0,0.486,15-20
a1,Positive Learning Rate,1,6138,15.0,0.275,10-15
a1,Positive Learning Rate,1,4172,10.0,0.1674,10-15
a1,Positive Learning Rate,1,3798,16.0,0.1448,15-20
a1,Positive Learning Rate,1,5278,12.0,0.2271,10-15
a1,Positive Learning Rate,1,5820,24.0,0.1805,20-25
a1,Positive Learning Rate,1,4348,11.0,0.1475,10-15
a1,Positive Learning Rate,1,197,10.0,0.2149,10-15
a1,Positive Learning Rate,1,3596,25.0,0.3755,20-25
a1,Positive Learning Rate,1,1780,19.0,0.1698,15-20
a1,Positive Learning Rate,1,583,20.0,0.1292,15-20
a1,Positive Learning Rate,1,5673,10.0,0.1001,10-15
a1,Positive Learning Rate,1,6215,22.0,0.09512,20-25
a1,Positive Learning Rate,1,404,23.0,0.1203,20-25
a1,Positive Learning Rate,1,7308,10.0,0.1447,10-15
a1,Positive Learning Rate,1,2039,21.0,0.2396,20-25
a1,Positive Learning Rate,1,2085,11.0,0.09471,10-15
a1,Positive Learning Rate,1,5720,15.0,0.08551,10-15
a1,Positive Learning Rate,1,7534,23.0,0.1245,20-25
a1,Positive Learning Rate,1,321,16.0,0.344,15-20
a1,Positive Learning Rate,1,4824,20.0,0.118,15-20
a1,Positive Learning Rate,1,4673,22.0,0.2818,20-25
a1,Positive Learning Rate,1,5359,25.0,0.3125,20-25
a1,Positive Learning Rate,1,3457,20.0,0.1202,15-20
a1,Positive Learning Rate,1,2559,12.0,0.117,10-15
a1,Positive Learning Rate,1,223,26.0,0.1038,20-25
a1,Positive Learning Rate,1,2791,22.0,0.06784,20-25
a1,Positive Learning Rate,1,1571,23.0,0.2459,20-25
a1,Positive Learning Rate,1,5496,10.0,0.1913,10-15
a1,Positive Learning Rate,1,17,21.0,0.1615,20-25
a1,Positive Learning Rate,1,6521,11.0,0.07341,10-15
a1,Positive Learning Rate,1,45,13.0,0.06471,10-15
a1,Positive Learning Rate,1,78,12.0,0.0831,10-15
a1,Positive Learning Rate,1,5247,17.0,0.4048,15-20
a1,Positive Learning Rate,1,5732,14.0,0.3002,10-15
a1,Positive Learning Rate,1,7314,14.0,0.1992,10-15
a1,Positive Learning Rate,1,285,23.0,0.2311,20-25
a1,Positive Learning Rate,1,2402,13.0,0.1783,10-15
a1,Positive Learning Rate,1,4729,16.0,0.08268,15-20
a1,Positive Learning Rate,1,4727,16.0,0.0842,15-20
a1,Positive Learning Rate,1,138,23.0,0.166,20-25
a1,Positive Learning Rate,1,26,25.0,0.1118,20-25
a1,Positive Learning Rate,1,3268,25.0,0.04582,20-25
a1,Positive Learning Rate,1,4582,11.0,0.1471,10-15
a1,Positive Learning Rate,1,461,15.0,0.1067,10-15
a1,Positive Learning Rate,1,2715,15.0,0.2642,10-15
a1,Positive Learning Rate,1,174,23.0,0.2177,20-25
a1,Positive Learning Rate,1,4661,23.0,0.06464,20-25
a1,Positive Learning Rate,1,429,16.0,0.05003,15-20
a1,Positive Learning Rate,1,5855,12.0,0.1103,10-15
a1,Positive Learning Rate,1,4314,21.0,0.08049,20-25
a1,Positive Learning Rate,1,5893,21.0,0.243,20-25
a1,Positive Learning Rate,1,4533,23.0,0.3005,20-25
a1,Positive Learning Rate,1,293,20.0,0.1279,15-20
a1,Positive Learning Rate,1,6631,12.0,0.04402,10-15
a1,Positive Learning Rate,1,3790,16.0,0.1379,15-20
a1,Positive Learning Rate,1,5267,10.0,0.1213,10-15
a1,Positive Learning Rate,1,626,14.0,0.4168,10-15
a1,Positive Learning Rate,1,3991,22.0,0.3672,20-25
a1,Positive Learning Rate,1,3534,26.0,0.2086,20-25
a1,Positive Learning Rate,1,3330,25.0,0.1591,20-25
a1,Positive Learning Rate,1,5314,21.0,0.1587,20-25
a1,Positive Learning Rate,1,302,13.0,0.07322,10-15
a1,Positive Learning Rate,1,4947,13.0,0.04752,10-15
a1,Positive Learning Rate,1,210,11.0,0.2035,10-15
a1,Positive Learning Rate,1,228,14.0,0.1079,10-15
a1,Positive Learning Rate,1,3456,14.0,0.04095,10-15
a1,Positive Learning Rate,1,4200,14.0,0.1626,10-15
a1,Positive Learning Rate,1,240,13.0,0.1166,10-15
a1,Positive Learning Rate,1,6416,17.0,0.1346,15-20
a1,Positive Learning Rate,1,7612,12.0,0.04161,10-15
a1,Positive Learning Rate,1,1456,14.0,0.03712,10-15
a1,Positive Learning Rate,1,33,11.0,0.3527,10-15
a1,Positive Learning Rate,1,4004,17.0,0.0585,15-20
a1,Positive Learning Rate,1,592,11.0,0.06058,10-15
a1,Positive Learning Rate,1,7547,13.0,0.05236,10-15
a1,Positive Learning Rate,1,6072,12.0,0.08519,10-15
a1,Positive Learning Rate,1,266,16.0,0.0613,15-20
a1,Positive Learning Rate,1,1981,13.0,0.1461,10-15
a1,Positive Learning Rate,1,218,11.0,0.08387,10-15
a1,Positive Learning Rate,1,5963,11.0,0.0815,10-15
a1,Positive Learning Rate,1,3632,21.0,0.0974,20-25
a1,Positive Learning Rate,1,1843,14.0,0.1237,10-15
a1,Positive Learning Rate,1,587,15.0,0.1605,10-15
a1,Positive Learning Rate,1,3054,25.0,0.1219,20-25
a1,Positive Learning Rate,1,75,17.0,0.08723,15-20
a1,Positive Learning Rate,1,105,12.0,0.2188,10-15
a1,Positive Learning Rate,1,5332,14.0,0.176,10-15
a1,Positive Learning Rate,1,63,10.0,0.07562,10-15
a1,Positive Learning Rate,1,4173,13.0,0.4062,10-15
a1,Positive Learning Rate,1,5286,12.0,0.1804,10-15
a1,Positive Learning Rate,1,504,18.0,0.1294,15-20
a1,Positive Learning Rate,1,5055,21.0,0.1375,20-25
a1,Positive Learning Rate,1,2430,18.0,0.1915,15-20
a1,Positive Learning Rate,1,3535,21.0,0.08708,20-25
a1,Positive Learning Rate,1,3386,22.0,0.05604,20-25
a1,Positive Learning Rate,1,4459,19.0,0.1393,15-20
a1,Positive Learning Rate,1,5136,12.0,0.08473,10-15
a1,Positive Learning Rate,1,390,14.0,0.165,10-15
a1,Positive Learning Rate,1,709,22.0,0.07418,20-25
a1,Positive Learning Rate,1,506,15.0,0.07798,10-15
a1,Positive Learning Rate,1,4924,16.0,0.1345,15-20
a1,Positive Learning Rate,1,4439,11.0,0.1149,10-15
a1,Positive Learning Rate,1,2915,15.0,0.1768,10-15
a1,Positive Learning Rate,1,115,15.0,0.09548,10-15
a1,Positive Learning Rate,1,3206,18.0,0.1167,15-20
a1,Positive Learning Rate,1,3193,13.0,0.06777,10-15
a1,Positive Learning Rate,1,452,18.0,0.08826,15-20
a1,Positive Learning Rate,1,2040,21.0,0.07786,20-25
a1,Positive Learning Rate,1,6,20.0,0.06985,15-20
a1,Positive Learning Rate,1,4486,18.0,0.1924,15-20
a1,Positive Learning Rate,1,1,19.0,0.1392,15-20
a1,Positive Learning Rate,1,360,18.0,0.1219,15-20
a1,Positive Learning Rate,1,478,18.0,0.1466,15-20
a1,Positive Learning Rate,1,198,18.0,0.1325,15-20
a1,Positive Learning Rate,1,217,18.0,0.08014,15-20
a1,Positive Learning Rate,1,4934,11.0,0.1028,10-15
a1,Positive Learning Rate,1,303,10.0,0.08266,10-15
a1,Positive Learning Rate,1,2761,19.0,0.2382,15-20
a1,Positive Learning Rate,1,410,10.0,0.1445,10-15
a1,Positive Learning Rate,1,3349,22.0,0.3321,20-25
a1,Positive Learning Rate,1,200,22.0,0.1804,20-25
a1,Positive Learning Rate,1,44,24.0,0.251,20-25
a1,Positive Learning Rate,1,5152,11.0,0.4423,10-15
a1,Positive Learning Rate,1,5525,18.0,0.2882,15-20
a1,Positive Learning Rate,1,551,15.0,0.1337,10-15
a1,Positive Learning Rate,1,41,17.0,0.1459,15-20
a1,Positive Learning Rate,1,3547,25.0,0.1361,20-25
a1,Positive Learning Rate,1,76,23.0,0.09141,20-25
a1,Positive Learning Rate,1,2068,24.0,0.05691,20-25
a1,Positive Learning Rate,1,4868,21.0,0.1108,20-25
a1,Positive Learning Rate,1,381,20.0,0.1449,15-20
a1,Positive Learning Rate,1,5231,22.0,0.03918,20-25
a1,Positive Learning Rate,1,758,18.0,0.1859,15-20
a1,Positive Learning Rate,1,6380,24.0,0.127,20-25
a1,Positive Learning Rate,1,6125,22.0,0.1669,20-25
a1,Positive Learning Rate,1,3978,19.0,0.1211,15-20
a1,Positive Learning Rate,1,209,14.0,0.06768,10-15
a1,Positive Learning Rate,1,270,17.0,0.1488,15-20
a1,Positive Learning Rate,1,5464,19.0,0.2644,15-20
a1,Positive Learning Rate,1,5998,20.0,0.1263,15-20
a1,Positive Learning Rate,1,2599,19.0,0.1603,15-20
a1,Positive Learning Rate,1,304,21.0,0.117,20-25
a1,Positive Learning Rate,1,406,18.0,0.146,15-20
a1,Positive Learning Rate,1,4771,17.0,0.3165,15-20
a1,Positive Learning Rate,1,3880,19.0,0.1178,15-20
a1,Positive Learning Rate,1,595,24.0,0.1476,20-25
a1,Positive Learning Rate,1,5139,22.0,0.09845,20-25
a1,Positive Learning Rate,1,578,25.0,0.1593,20-25
a1,Positive Learning Rate,1,6696,15.0,0.1363,10-15
a1,Positive Learning Rate,1,5323,19.0,0.1303,15-20
a1,Positive Learning Rate,1,373,10.0,0.08862,10-15
a1,Positive Learning Rate,1,152,10.0,0.07702,10-15
a1,Positive Learning Rate,1,5534,12.0,0.04866,10-15
a1,Positive Learning Rate,2,83,10.0,0.1619,10-15
a1,Positive Learning Rate,2,159,16.0,0.5236,15-20
a1,Positive Learning Rate,2,6138,15.0,0.265,10-15
a1,Positive Learning Rate,2,4172,10.0,0.2004,10-15
a1,Positive Learning Rate,2,3798,16.0,0.1141,15-20
a1,Positive Learning Rate,2,5278,12.0,0.2182,10-15
a1,Positive Learning Rate,2,5820,24.0,0.2037,20-25
a1,Positive Learning Rate,2,4348,11.0,0.2725,10-15
a1,Positive Learning Rate,2,197,10.0,0.2973,10-15
a1,Positive Learning Rate,2,3596,25.0,0.3814,20-25
a1,Positive Learning Rate,2,1780,19.0,0.1343,15-20
a1,Positive Learning Rate,2,583,20.0,0.1626,15-20
a1,Positive Learning Rate,2,5673,10.0,0.1209,10-15
a1,Positive Learning Rate,2,6215,22.0,0.09926,20-25
a1,Positive Learning Rate,2,404,23.0,0.1857,20-25
a1,Positive Learning Rate,2,7308,10.0,0.1644,10-15
a1,Positive Learning Rate,2,2039,21.0,0.2335,20-25
a1,Positive Learning Rate,2,2085,11.0,0.1249,10-15
a1,Positive Learning Rate,2,5720,15.0,0.08047,10-15
a1,Positive Learning Rate,2,7534,23.0,0.1553,20-25
a1,Positive Learning Rate,2,321,16.0,0.2845,15-20
a1,Positive Learning Rate,2,4824,20.0,0.1227,15-20
a1,Positive Learning Rate,2,4673,22.0,0.3355,20-25
a1,Positive Learning Rate,2,5359,25.0,0.2863,20-25
a1,Positive Learning Rate,2,3457,20.0,0.2103,15-20
a1,Positive Learning Rate,2,2559,12.0,0.145,10-15
